2024-04-17 09:01:56,800 - ERROR: Error occurred at 2024-04-17 09:01:56 - TCP IP: 10.68.111.254, Port: 2404, Run: 1, METERID: MET0457. Error: timed out
2024-04-20 15:37:29,985 - ERROR: Error occurred at 2024-04-20 15:37:29 - TCP IP: 10.68.110.145, Port: 2402, Run: 1, METERID: MET0473. Error: timed out
2024-04-20 15:37:44,989 - ERROR: Error occurred at 2024-04-20 15:37:44 - TCP IP: 10.68.110.145, Port: 2404, Run: 2, METERID: MET0473. Error: timed out
2024-04-20 15:38:54,385 - ERROR: Error occurred at 2024-04-20 15:38:54 - TCP IP: 10.68.111.170, Port: 4002, Run: 1, METERID: MET0583. Error: timed out
2024-04-20 15:40:24,975 - ERROR: Error occurred at 2024-04-20 15:40:24 - TCP IP: 10.68.111.222, Port: 2402, Run: 1, METERID: MET0482. Error: timed out
2024-04-20 15:43:42,774 - ERROR: Error occurred at 2024-04-20 15:43:42 - TCP IP: 10.72.191.189, Port: 2402, Run: 1, METERID: MET0560. Error: timed out
2024-04-20 15:44:25,619 - ERROR: Error occurred at 2024-04-20 15:44:25 - TCP IP: 10.68.111.98, Port: 2402, Run: 1, METERID: MET0117. Error: 400 Bad Request: Error: Unexpected response code from device fdfffbabffab!
2024-04-20 15:46:28,087 - ERROR: Error occurred at 2024-04-20 15:46:28 - TCP IP: 10.68.110.42, Port: 2402, Run: 1, METERID: MET0650. Error: timed out
2024-04-20 15:49:20,041 - ERROR: Error occurred at 2024-04-20 15:49:20 - TCP IP: 10.68.110.115, Port: 2402, Run: 1, METERID: MET0361. Error: timed out
2024-04-20 15:52:49,150 - ERROR: Error occurred at 2024-04-20 15:52:49 - TCP IP: 10.115.16.116, Port: 2402, Run: 2, METERID: MET0538. Error: 400 Bad Request: Error: Unexpected response code from device !
2024-04-21 06:00:25,042 - ERROR: Error occurred at 2024-04-21 06:00:25 - TCP IP: 10.72.191.154, Port: 2402, Run: 1, METERID: MET0647. Error: timed out
2024-04-21 06:06:54,920 - ERROR: Error occurred at 2024-04-21 06:06:54 - TCP IP: 10.68.111.169, Port: 2404, Run: 2, METERID: MET0716. Error: timed out
2024-04-21 06:07:13,733 - ERROR: Error occurred at 2024-04-21 06:07:13 - TCP IP: 10.68.110.236, Port: 4001, Run: 1, METERID: MET0138. Error: timed out
2024-04-21 06:07:32,515 - ERROR: Error occurred at 2024-04-21 06:07:32 - TCP IP: 10.68.110.236, Port: 4002, Run: 2, METERID: MET0138. Error: timed out
2024-04-21 06:30:21,871 - ERROR: Error occurred at 2024-04-21 06:30:21 - TCP IP: 10.68.110.41, Port: 4001, Run: 1, METERID: MET0673. Error: timed out
2024-04-21 06:30:36,876 - ERROR: Error occurred at 2024-04-21 06:30:36 - TCP IP: 10.68.110.41, Port: 4002, Run: 2, METERID: MET0673. Error: timed out
2024-04-21 06:32:58,539 - ERROR: Error occurred at 2024-04-21 06:32:58 - TCP IP: 10.68.110.136, Port: 2402, Run: 1, METERID: MET0734. Error: timed out
2024-04-21 06:36:44,084 - ERROR: Error occurred at 2024-04-21 06:36:44 - TCP IP: 10.68.111.170, Port: 4001, Run: 1, METERID: MET0584. Error: timed out
2024-04-21 06:37:18,135 - ERROR: Error occurred at 2024-04-21 06:37:18 - TCP IP: 10.68.110.145, Port: 2402, Run: 1, METERID: MET0473. Error: timed out
2024-04-21 06:37:33,138 - ERROR: Error occurred at 2024-04-21 06:37:33 - TCP IP: 10.68.110.145, Port: 2404, Run: 2, METERID: MET0473. Error: timed out
2024-04-21 06:38:23,248 - ERROR: Error occurred at 2024-04-21 06:38:23 - TCP IP: 10.68.110.75, Port: 2404, Run: 1, METERID: MET0458. Error: timed out
2024-04-21 06:38:38,312 - ERROR: Error occurred at 2024-04-21 06:38:38 - TCP IP: 10.68.111.170, Port: 4002, Run: 1, METERID: MET0583. Error: timed out
2024-04-21 06:38:56,865 - ERROR: Error occurred at 2024-04-21 06:38:56 - TCP IP: 10.68.111.100, Port: 2402, Run: 1, METERID: MET0348. Error: timed out
2024-04-21 06:39:15,018 - ERROR: Error occurred at 2024-04-21 06:39:15 - TCP IP: 10.68.111.100, Port: 2404, Run: 2, METERID: MET0348. Error: timed out
2024-04-21 06:40:07,712 - ERROR: Error occurred at 2024-04-21 06:40:07 - TCP IP: 10.68.111.222, Port: 2402, Run: 1, METERID: MET0482. Error: timed out
2024-04-21 06:42:48,672 - ERROR: Error occurred at 2024-04-21 06:42:48 - TCP IP: 10.72.191.242, Port: 2402, Run: 1, METERID: MET0565. Error: timed out
2024-04-21 06:43:07,587 - ERROR: Error occurred at 2024-04-21 06:43:07 - TCP IP: 10.68.110.252, Port: 2402, Run: 1, METERID: MET0358. Error: timed out
2024-04-21 06:43:27,541 - ERROR: Error occurred at 2024-04-21 06:43:27 - TCP IP: 10.72.191.189, Port: 2402, Run: 1, METERID: MET0560. Error: timed out
2024-04-21 06:44:09,542 - ERROR: Error occurred at 2024-04-21 06:44:09 - TCP IP: 10.68.111.98, Port: 2402, Run: 1, METERID: MET0117. Error: 400 Bad Request: Error: Unexpected response code from device fdfffbabffab!
2024-04-21 06:44:44,868 - ERROR: Error occurred at 2024-04-21 06:44:44 - TCP IP: 10.68.110.233, Port: 2402, Run: 1, METERID: MET0629. Error: timed out
2024-04-21 06:48:55,381 - ERROR: Error occurred at 2024-04-21 06:48:55 - TCP IP: 10.68.110.115, Port: 2402, Run: 1, METERID: MET0361. Error: timed out
2024-04-21 06:49:10,385 - ERROR: Error occurred at 2024-04-21 06:49:10 - TCP IP: 10.68.110.32, Port: 2402, Run: 1, METERID: MET0666. Error: timed out
2024-04-21 06:49:36,252 - ERROR: Error occurred at 2024-04-21 06:49:36 - TCP IP: 10.68.110.32, Port: 2404, Run: 2, METERID: MET0666. Error: timed out
2024-04-21 06:52:28,750 - ERROR: Error occurred at 2024-04-21 06:52:28 - TCP IP: 10.115.16.116, Port: 2402, Run: 2, METERID: MET0538. Error: 400 Bad Request: Error: Unexpected response code from device !
2024-04-21 15:00:06,304 - ERROR: Error occurred at 2024-04-21 15:00:06 - TCP IP: 10.72.191.154, Port: 2402, Run: 1, METERID: MET0647. Error: 400 Bad Request: Error: Unexpected response code from device fffffbfbfffb!
2024-04-21 15:18:06,529 - ERROR: Error occurred at 2024-04-21 15:18:06 - TCP IP: 10.72.191.247, Port: 4001, Run: 1, METERID: MET0591. Error: timed out
2024-04-21 15:30:39,477 - ERROR: Error occurred at 2024-04-21 15:30:39 - TCP IP: 10.68.110.41, Port: 4001, Run: 1, METERID: MET0673. Error: timed out
2024-04-21 15:30:54,481 - ERROR: Error occurred at 2024-04-21 15:30:54 - TCP IP: 10.68.110.41, Port: 4002, Run: 2, METERID: MET0673. Error: timed out
2024-04-21 15:33:11,812 - ERROR: Error occurred at 2024-04-21 15:33:11 - TCP IP: 10.68.110.136, Port: 2402, Run: 1, METERID: MET0734. Error: 400 Bad Request: Error: Unexpected response code from device 018302c0f1!
2024-04-21 15:37:02,479 - ERROR: Error occurred at 2024-04-21 15:37:02 - TCP IP: 10.68.111.170, Port: 4001, Run: 1, METERID: MET0584. Error: timed out
2024-04-21 15:37:37,049 - ERROR: Error occurred at 2024-04-21 15:37:37 - TCP IP: 10.68.110.145, Port: 2402, Run: 1, METERID: MET0473. Error: timed out
2024-04-21 15:37:52,053 - ERROR: Error occurred at 2024-04-21 15:37:52 - TCP IP: 10.68.110.145, Port: 2404, Run: 2, METERID: MET0473. Error: timed out
2024-04-21 15:38:42,300 - ERROR: Error occurred at 2024-04-21 15:38:42 - TCP IP: 10.68.110.75, Port: 2404, Run: 1, METERID: MET0458. Error: timed out
2024-04-21 15:38:57,305 - ERROR: Error occurred at 2024-04-21 15:38:57 - TCP IP: 10.68.111.170, Port: 4002, Run: 1, METERID: MET0583. Error: timed out
2024-04-21 15:40:26,574 - ERROR: Error occurred at 2024-04-21 15:40:26 - TCP IP: 10.68.111.222, Port: 2402, Run: 1, METERID: MET0482. Error: timed out
2024-04-21 15:44:26,952 - ERROR: Error occurred at 2024-04-21 15:44:26 - TCP IP: 10.68.111.98, Port: 2402, Run: 1, METERID: MET0117. Error: 400 Bad Request: Error: Unexpected response code from device fdfffbabffab!
2024-04-21 15:49:19,290 - ERROR: Error occurred at 2024-04-21 15:49:19 - TCP IP: 10.68.110.115, Port: 2402, Run: 1, METERID: MET0361. Error: timed out
2024-04-21 15:49:37,381 - ERROR: Error occurred at 2024-04-21 15:49:37 - TCP IP: 10.68.110.32, Port: 2402, Run: 1, METERID: MET0666. Error: timed out
2024-04-21 15:52:49,210 - ERROR: Error occurred at 2024-04-21 15:52:49 - TCP IP: 10.115.16.116, Port: 2402, Run: 2, METERID: MET0538. Error: 400 Bad Request: Error: Unexpected response code from device !
2024-04-22 08:22:24,464 - ERROR: Error occurred at 2024-04-22 08:22:24 - TCP IP: 10.72.191.154, Port: 2402, Run: 1, METERID: MET0647. Error: 400 Bad Request: Error: Unexpected response code from device ffff!
